ID,tweet,sentiment4,product_review_3
939,".@mention of @mention on manufacturing serendipity- &quot;Having access to more information makes us more curious, not less&quot; #SXSW",No emotion toward brand or product,Not Product Review
5054,"RT @mention .@mention of @mention on manufacturing serendipity- &quot;Having access to more information makes us more curious, not less&quot; #SXSW",No emotion toward brand or product,Not Product Review
4686,You're gonna want these iPhone apps if you're heading to #SXSW today. 10 hot ones. Download away! {link},No emotion toward brand or product,Not Product Review
1063,New #SXSW rule: no more ooing and ahing over your new iPad. We get it. Its not a big deal. Everybody has one now... :-),No emotion toward brand or product,Not Product Review
6345,RT @mention New #SXSW rule: no more ooing and ahing over your new iPad. We get it. Its not a big deal. Everybody has one now... :-),No emotion toward brand or product,Not Product Review
4188,Welcome all iPad 2 owners and new used iPad owners. There's room for everyone at this party. #SXSW #postPC,No emotion toward brand or product,Not Product Review
1929,5 Essential Business #Collaboration Apps for #iPad {link} #BPM #SXSW #SXSWi,No emotion toward brand or product,Not Product Review
630,Scavenger Hunt game for businesses released as app for the iPhone at #SXSW {link},No emotion toward brand or product,Not Product Review
8713,Just because google patented something i.e. (Age of domain in rankings algorithm) doesn't mean they use it #qagb #SXSW,No emotion toward brand or product,Not Product Review
1700,Heard at #sxsw #Android is now the leading market share of smart phones in US. #getjarsxsw,No emotion toward brand or product,Not Product Review
5981,RT @mention Heard at #sxsw #Android is now the leading market share of smart phones in US. #getjarsxsw,No emotion toward brand or product,Not Product Review
8131,is at #sxsw celebrating the Beauty of the Web at the #IE9 launch and giving away a free iPad2 to one lucky... {link},No emotion toward brand or product,Not Product Review
363,Celebrate Beauty of the Web @mention the MSFT #IE9 launch &amp; play our new #html5 game to win an iPad2 {link} #sxsw,No emotion toward brand or product,Not Product Review
5603,RT @mention Celebrate Beauty of the Web @mention the MSFT #IE9 launch &amp; play our new #html5 game to win an iPad2 {link} #sxsw,No emotion toward brand or product,Not Product Review
3426,a trend that Tomlinson is seeing is that age of iPad owners is higher than expected (says 55+ is their demo) #SXSW #in #newsapp,No emotion toward brand or product,Not Product Review
3333,@mention Google Circles will be widely publicized as the next Facebook and then be completely forgotten about by the end of next week. #sxsw,No emotion toward brand or product,Not Product Review
2487,"Stay tuned, @mention up next on the emergency iPad station at #sxsw, facebook bullying and online privacy: {link}",No emotion toward brand or product,Not Product Review
4730,Seeing tons of iPad2s around. Guess it just took that long to get through the #SXSW apple store line (@mention,No emotion toward brand or product,Not Product Review
3802,Good session! RT @mention 2 years of time saved every day by people qho use google maps &quot;route around&quot; feature #sxsw,Positive emotion,Product Review
3144,2 years of time saved every day by people qho use google maps &quot;route around&quot; feature #sxsw,No emotion toward brand or product,Not Product Review
4878,Heading to the Apple pop-up store at #SXSW,No emotion toward brand or product,Not Product Review
8776,Heading over to ballroom b 'your mom has an ipad-designing for boomers' #sxsw,No emotion toward brand or product,Not Product Review
4853,Heading to iPad Design Headaches in Hilton - Salon J #sxsw,No emotion toward brand or product,Not Product Review
2661,If you are heading to #sxsw make sure you have the @mention holler gram  {link},No emotion toward brand or product,Not Product Review
4876,heading to talk by @mention #searchengineland #sxsw on a q&amp;a session with @mention &amp; bing,No emotion toward brand or product,Not Product Review
9038,"@mention Yes, the Google presentation was not exactly what I was expecting. #sxsw",Negative emotion,Not Product Review
8985,This is my friend @mention new #iphone #photosharing app he's developed. Ck it out and show your support! {link} #sxsw,No emotion toward brand or product,Not Product Review
6940,RT @mention Will Google preview a major new social service called Google Circles today at #SXSW {link},No emotion toward brand or product,Not Product Review
6941,RT @mention Will Google preview a major new social service called Google Circles today at #SXSW {link} cc. @mention,No emotion toward brand or product,Not Product Review
4106,Will Google preview a major new social service called Google Circles today at #SXSW {link},No emotion toward brand or product,Not Product Review
4195,"And it will suck. RT @mention RT @mention Google will preview major new social service, Circles, at #sxsw today {link}",Negative emotion,Product Review
5388,"RT @mention And it will suck. RT @mention RT @mention Google will preview major new social service, Circles, at #sxsw today {link}",Negative emotion,Product Review
8983,"In case my fairy god mother = reading mail; my �ـ�G wish this week is 2 go 2 #sxsw �ύ for the #Android ��� Dev ��� Meetup. @mention Hilton, Sat. 12:30PM",No emotion toward brand or product,Not Product Review
67,At #sxsw? @mention / @mention wanna buy you a drink. 7pm at Fado on 4th. {link} Join us!,No emotion toward brand or product,Not Product Review
5512,RT @mention At #sxsw? @mention / @mention wanna buy you a drink. 7pm at Fado on 4th. {link} Join us!,No emotion toward brand or product,Not Product Review
7999,At&amp;t set to launch 12 new android phones in 2011. #gsdm #sxsw,No emotion toward brand or product,Not Product Review
7847,Google has been collecting data on the types of requests they've been receiving from governments globally - #privacybootcamp #sxsw,No emotion toward brand or product,Not Product Review
809,"Google to Launch Major New Social Network Called Circles, Possibly Today rww.to/f6BCEt #sxsw #yam",No emotion toward brand or product,Not Product Review
6284,RT @mention Machines are an extension of ourselves eg google goggles #sxwonderful #22sxsw #sxsw,No emotion toward brand or product,Not Product Review
4167,Apple declines to be at the html5 browser wars IV panel #SXSW,No emotion toward brand or product,Not Product Review
8599,"iPad is its own thing - in addition to, not in place of print - @mention cuts through the #sxsw b.s. at #newsapps panel",No emotion toward brand or product,Not Product Review
6159,"RT @mention iPad is its own thing - in addition to, not in place of print - @mention cuts through the #sxsw b.s. at #newsapps panel",No emotion toward brand or product,Not Product Review
7348,I'm at a panel about flipboard - one of my fave iPad apps #SXSW,Positive emotion,Product Review
8717,"A full house. Apparently more people care about their Google rankings than synthetic life. Tsk, tsk people. #qagb #sxsw",No emotion toward brand or product,Not Product Review
3423,"@mention has their Google Analytics up - 58,967 visits, ipad and iphone are ranked in top 5 ways people access it. #newsapps #sxsw",No emotion toward brand or product,Not Product Review
5128,"RT @mention @mention has their Google Analytics up - 58,967 visits, ipad and iphone are ranked in top 5 ways people access it. #newsapps #sxsw",No emotion toward brand or product,Not Product Review
1946,"@mention allows you to volunteer on your iPad, #SXSW",No emotion toward brand or product,Not Product Review
5571,RT @mention Best thing I've heard this wknd at #SXSW &quot;Gave my iPad 2 $ to #Japan relief. I don't need an iPad 2.&quot; (@mention @mention,Positive emotion,Not Product Review
3360,A really great comparison review of the iPad 2 and iPad 1 by @mention at #sxsw #GermanVersion -&gt; {link},Positive emotion,Not Product Review
1641,"@mention @mention Will bring great toys and demos, thanks for including us.  And look for the #SXSW booth - right next to Google!",No emotion toward brand or product,Not Product Review
5105,"RT @mention @mention @mention Will bring great toys and demos, thanks for including us.  And look for the #SXSW booth - right next to Google!",No emotion toward brand or product,Not Product Review
3747,"#sxsw begins w/an ADD panel: hyperactivity &amp; distraction-I've used my iPad, iPhone, and BB multiple times in the last 5min #workinprogress",No emotion toward brand or product,Not Product Review
1083,exclusive shot of #SXSW popup Apple Store! {link},No emotion toward brand or product,Not Product Review
4589,#random #news #tech exclusive shot of #SXSW popup Apple Store! {link} #TT #FF,No emotion toward brand or product,Not Product Review
3010,Almost there! #SXSW #Austin #apple  {link},No emotion toward brand or product,Not Product Review
7830,Apple'd :s &gt; #sxsw #ipad2 @mention @mention @mention and Austin from Austin's pop up Apple store :))) {link},No emotion toward brand or product,Not Product Review
3065,iPad success at the apple popup store in Austin! #apple #sxsw  {link},Positive emotion,Product Review
4537,Whoa - line for ipad2 is 3blks long!!! #apple #Austin #SXSW,No emotion toward brand or product,Not Product Review
8559,Guy next to me in the bathroom props his iPad above the urinal and keeps using it while going. These people are serious. #SXSW,No emotion toward brand or product,Not Product Review
3929,dancing with myself at google 80s party.... ain't that the truth! need my girl @mention up in this joint #SXSW {link},No emotion toward brand or product,Not Product Review
5653,RT @mention dancing with myself at google 80s party.... ain't that the truth! need my girl @mention up in this joint #SXSW {link},No emotion toward brand or product,Not Product Review
3273,I have a girl crush on google's Marissa Mayer. But who doesn't? #sxsw,No emotion toward brand or product,Not Product Review
3667,"Just in time for #SXSW in #ATX, #Apple to open a pop-up store, @mention debuts cool #Amex partnership.  #SXSW doesn't even start till Fri",Positive emotion,Product Review
8065,"Line for Source Code is even longer than for iPad 2. Take that, Apple. #sxsw",No emotion toward brand or product,Not Product Review
6256,"RT @mention Line for Source Code is even longer than for iPad 2. Take that, Apple. #sxsw",No emotion toward brand or product,Not Product Review
2401,Egyptian content flood. &quot;Google had to put up two more servers after web came back up.&quot; #SxSW #sxswsa,No emotion toward brand or product,Not Product Review
5696,RT @mention Egyptian content flood. &quot;Google had to put up two more servers after web came back up.&quot; #SxSW #sxswsa,No emotion toward brand or product,Not Product Review
6644,RT @mention Scoping venue 4 @mention #CloudCamp #Austin: Valhalla Lounge. great whiskey &amp; beer PLUS Demolition Man Pinball! {link} #sxsw,No emotion toward brand or product,Not Product Review
2981,Scoping venue 4 @mention #CloudCamp #Austin: Valhalla Lounge. great whiskey &amp; beer PLUS Demolition Man Pinball! {link} #sxsw,No emotion toward brand or product,Not Product Review
4769,"Using @mention at #SXSW to get updates on the temp Apple store line up. Super impressed by the potential of this app. Nice work, Yobongo!",Positive emotion,Product Review
7316,#Apple Pop up store at #SXSW is like dangling red meat in front of lions.  Irresistible &amp; a little unfair.  They can't help themselves!,Positive emotion,Product Review
8778,heading over with @mention shortly to record some video at the popup apple store at southby - expecting big ipad2 sales! #sxsw,No emotion toward brand or product,Not Product Review
7925,Two thumbs up for #Popplet. Nice mind mapping app for the ipad and great for taking notes at #sxsw.,Positive emotion,Product Review
8658,Google could = search engines. Google instead = useful information. #savebrands #sxsw,No emotion toward brand or product,Not Product Review
5815,RT @mention Google could = search engines. Google instead = useful information. #savebrands #sxsw,No emotion toward brand or product,Not Product Review
4572,Thewildernessdowntown.com Best of Show at SXSW. Google's Thomas Gayno:  &quot;it is like a choreography of browser windows&quot; #SXSW,Positive emotion,Not Product Review
2785,Getting ready for my iPad 2 vs Android panel at #SXSW come check it out at 230!,No emotion toward brand or product,Not Product Review
1592,Nice! RT @mention Getting ready for my iPad 2 vs Android panel at #SXSW come check it out at 230!,No emotion toward brand or product,Not Product Review
275,"#technews Apple heads to SXSW, sets up temporary store in Austin {link} #Tech_News #Apple #iPad_2 #Rance_Wilemon #SXSW #tech",No emotion toward brand or product,Not Product Review
2416,"#bjdproductions #Apple heads to #SXSW, sets up temporary store in Austin {link} #tech",No emotion toward brand or product,Not Product Review
977,#Apple to Open Pop-Up Shop at #SXSW [REPORT]: Apple is set to open a temporary store in the... {link} #realestate #tech,No emotion toward brand or product,Not Product Review
4091,"#tech Apple heads to #SXSW, sets up temporary store in Austin {link}",No emotion toward brand or product,Not Product Review
7392,"#tech #Apple heads to #SXSW, sets up temporary store in Austin {link} #technology",No emotion toward brand or product,Not Product Review
1735,"#tech At #SXSW, #Apple schools the marketing experts {link} #technology",No emotion toward brand or product,Not Product Review
7151,"#tech Before It Even Begins, #Apple Wins #SXSW {link} #technology",Positive emotion,Not Product Review
6786,RT @mention This @mention article about #SXSW is so good I'm linking to it on an iPhone on a train: {link},Positive emotion,Product Review
8510,"This @mention article about #SXSW is so good I'm linking to it on an iPhone on a train, which is the opposite of easy: {link}",Positive emotion,Product Review
8053,What are some good #SXSW iPhone apps that people recommend?,No emotion toward brand or product,Not Product Review
9028,Good job y'all!  RT @mention Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw,Positive emotion,Product Review
7234,"checking out iPad 2 @mention the #sxsw pop-up store (@mention Apple Store, SXSW w/ 17 others) {link}",No emotion toward brand or product,Not Product Review
7188,Google photo booth @mention at the Six Lounge. Check IT! #sxsw {link},No emotion toward brand or product,Not Product Review
3588,"#iPad menia at #SXSW . Check the live feed of photos at  Apple Store, SXSW. {link} #PLAYSXSW",No emotion toward brand or product,Not Product Review
6759,RT @mention The most valuable device at #sxsw so far is the #apple #iPod #iPhone charger.,Positive emotion,Not Product Review
8754,The most valuable device at #sxsw so far is the #apple #iPod #iPhone charger.,Positive emotion,Product Review
3831,Line for iPads at #SXSW. Doesn't look too bad! (I waited 6.5 hours for an iPhone 4).,Positive emotion,Not Product Review
3832,Line for iPads at #SXSW. Doesn't look too bad! (I waited 6.5 hours for an iPhone 4). {link},Positive emotion,Not Product Review
2959,{link} @mention new mobile app. Your store circulars via Android Blackberry iOS Even Austin &amp; #SXSW {link},No emotion toward brand or product,Not Product Review
5081,RT @mention {link} @mention new mobile app. Your store circulars via Android Blackberry iOS Even Austin &amp; #SXSW {link},No emotion toward brand or product,Not Product Review
2107,"Day 3 - Party hangover, time confused, stumbling into &quot;iPad Interfaces &amp; New Navigation Structures.&quot; Bliss. #SXSW #fb",No emotion toward brand or product,Not Product Review
8368,"Day 2: Late-night parties, packed 9:30 session on designing for the iPad :swoon: #nerdcore #SXSW #fb",No emotion toward brand or product,Not Product Review
4092,More #apple iPads per capital at #sxsw then anywhere else in the world except for Foxconn,No emotion toward brand or product,Not Product Review
612,"I may not have invites to all the &quot;cool&quot; #sxsw #sxswi parties, but I do have two iPhone chargers in my pocket, so you'll be happy to see me!",No emotion toward brand or product,Not Product Review
6062,"RT @mention I may not have invites to all the &quot;cool&quot; #sxsw #sxswi parties, but I do have two iPhone chargers in my pocket, so you'll be happy to see me!",No emotion toward brand or product,Not Product Review
8549,The Memento iOS app is on sale for 99� for #SXSW ��� Wait Just One Momento��_ Let Social Media Create Your Diary {link} #iPhone,No emotion toward brand or product,Not Product Review
8654,Apple brought in 5 employees from each store in Texas to staff the popup store. #SXSW,No emotion toward brand or product,Not Product Review
7415,Pop-up Apple Store crew has been giving out water to the people wearing street clothes. No Apple logos until just a few minutes ago.  #SXSW,No emotion toward brand or product,Not Product Review
8605,Are you attending the #SXSW and want to explore #Austin ? Check out @mention for Austin {link} (via @mention,No emotion toward brand or product,Not Product Review
5490,RT @mention Are you attending the #SXSW and want to explore #Austin ? Check out @mention for Austin {link},No emotion toward brand or product,Not Product Review
1315,At #sxsw? We're giving away an iPad 2 to the creator of the most popular disc during interactive. Create a disc &amp; share on Twitter!,No emotion toward brand or product,Not Product Review
5518,RT @mention At #sxsw? We're giving away an iPad 2 to the creator of the most popular disc during interactive. Create a disc &amp; share on Twitter!,No emotion toward brand or product,Not Product Review
4781,#SXSW @mention Interactive session. Your Mom has an iPad: Designing for Boomers,No emotion toward brand or product,Not Product Review
5262,RT @mention #SXSW @mention Interactive session. Your Mom has an iPad: Designing for Boomers,No emotion toward brand or product,Not Product Review
7579,Google Circles NOT being launched @mention #SXSW Interactive today {link} #bummer,No emotion toward brand or product,Not Product Review
1024,Google to preview new social network called Circles at SXSW Interactive today - {link} #Google #Social #SXSW #Circles,No emotion toward brand or product,Not Product Review
7931,Good times with mashable  and the with google and the ACLU. Awesome #sxsw,Positive emotion,Not Product Review
8738,Hanging out with @mention at the @mention #google Industry Party...good crowd!  #sxsw,Positive emotion,Not Product Review
1727,Me too!! #sxsw RT @mention Hanging out with @mention at the @mention #google Industry Party...good crowd!  #sxsw,Positive emotion,Not Product Review
6557,RT @mention RT @mention Hanging out with @mention at the @mention #google Industry Party...good crowd! #sxsw,Positive emotion,Not Product Review
8168,#madmen RT @mention Hanging out with @mention at the @mention #google Industry Party...good crowd!  #sxsw,Positive emotion,Not Product Review
7934,"Epicurious, flipboard, CNN, wired, and MOMA as examples of good iPad design #SXSW  {link}",Positive emotion,Not Product Review
5702,"RT @mention Epicurious, flipboard, CNN, wired, and MOMA as examples of good iPad design #SXSW  {link}",Positive emotion,Product Review
8313,#SXSW Post-Mobile Social Party by @mention {link} (via @mention you could win photography gear &amp; an iPad 2,No emotion toward brand or product,Not Product Review
907,#sxsw did my good deed ... returned a lost iPhone,Positive emotion,Not Product Review
1388,"Lost iPad, corrupted iPhone, and crazy hotels. Good times. #SXSW @mention AUS Austin-Bergstrom {link}",Negative emotion,Not Product Review
204,#SXSW day 5 at the #apple store and there's still a line...and growing {link},No emotion toward brand or product,Not Product Review
7552,Days later there's still a line out the door at the #SXSW apple store for the iPad2.  {link},No emotion toward brand or product,Not Product Review
4725,Apple opens &quot;Pop-up&quot; store for #SXSW RT @mention Smart. Very well played Fruit Co. {link} /via @mention,Positive emotion,Product Review
5453,RT @mention Apple opens &quot;Pop-up&quot; store for #SXSW RT @mention Smart. Very well played Fruit Co. {link} /via @mention,Positive emotion,Product Review
4854,Excited to know more about Google Circles. Lucky folks at SXSW to be the first to see? Possible launch today: {link} #sxsw,Positive emotion,Product Review
5708,RT @mention Excited to know more about Google Circles. Lucky folks at SXSW to be the first to see? Possible launch today: {link} #sxsw,Positive emotion,Product Review
3167,Awesome! First day of #SXSW and #Apple just approved our new app!!! Go and download it now and check our blog for &quot;Big Stereo&quot; #ipad2,Positive emotion,Not Product Review
5540,RT @mention Awesome! First day of #SXSW and #Apple just approved our new app!!! Go and download it now and check our blog for &quot;Big Stereo&quot; #ipad2,Positive emotion,Not Product Review
3671,Just in time: @mention launch Unofficial #SXSW Insider's Guide for iPhone. Nice. {link} #bynd,Positive emotion,Not Product Review
7051,{link} #Google to launch major new social network called 'Circles'! #Social Networking back to basics. #SXSW,No emotion toward brand or product,Not Product Review
1746,Going to #sxsw? Need a lift from the airport? Register for the FREE @mention shuttle! {link},No emotion toward brand or product,Not Product Review
5786,RT @mention Going to #sxsw? Need a lift from the airport? Register for the FREE @mention shuttle! {link},No emotion toward brand or product,Not Product Review
2891,"Safe travels, everyone. Make sure to get your free Gogo inflight wifi and sign up for the Freshbooks shuttle!  {link} #sxsw",No emotion toward brand or product,Not Product Review
7264,Anyone know if the #SXSW @mention store has crazy lines still today?,No emotion toward brand or product,Not Product Review
7631,apple store line at #sxsw {link},No emotion toward brand or product,Not Product Review
65,Again? RT @mention Line at the Apple store is insane.. #sxsw,No emotion toward brand or product,Not Product Review
3442,Line at the Apple store is insane.. #sxsw,No emotion toward brand or product,Not Product Review
6756,RT @mention The line at the popup Apple Store is phenomenal. #sxsw #apple #ipad2  {link},No emotion toward brand or product,Not Product Review
2155,The line at the popup Apple Store is phenomenal. #sxsw #apple #ipad2  {link},No emotion toward brand or product,Not Product Review
3923,In line with @mention and Rob ... #apple #iPad2 #sxsw,No emotion toward brand or product,Not Product Review
6131,RT @mention In line with @mention and Rob ... #apple #iPad2 #sxsw,No emotion toward brand or product,Not Product Review
3829,Line for ipad2 at temporary Apple store @mention 6th &amp; congress #sxsw {link},No emotion toward brand or product,Not Product Review
1611,"{link} ��� @mention Longest line at #sxsw? The Apple Store, of course.  {link}",No emotion toward brand or product,Not Product Review
3689,"Longest line at #sxsw? The Apple Store, of course.  {link}",No emotion toward brand or product,Not Product Review
6268,"RT @mention Longest line at #sxsw? The Apple Store, of course.  {link}",No emotion toward brand or product,Not Product Review
1601,Just met @mention in line at the apple store at #SXSW !!,No emotion toward brand or product,Not Product Review
341,The queue at the apple pop-up store #sxsw {link},No emotion toward brand or product,Not Product Review
2125,"@mention at #SXSW, 9 out of 10 attendees have MAC or iPad.",No emotion toward brand or product,Not Product Review
4244,Hmm....only 9? #SXSW right-brain #mwrc11 left-brain?? :) RT @mention @mention at #SXSW 9 out of 10 attendees have Mac or iPad,No emotion toward brand or product,Not Product Review
5047,RT @mention ..only 9? #SXSW right-brain #mwrc11 left-brain?? :) RT @mention @mention at #SXSW 9 out of 10 attendees have Mac or iPad,No emotion toward brand or product,Not Product Review
6025,RT @mention Hmm....only 9? #SXSW right-brain #mwrc11 left-brain?? :) RT @mention @mention at #SXSW 9 out of 10 attendees have Mac or iPad,No emotion toward brand or product,Not Product Review
711,Clipboard is a carny #ipad #lowtech #sxsw,No emotion toward brand or product,Not Product Review
4582,I covet #New IPad. {link} #SXSW,Positive emotion,Product Review
1786,The iPad 2 line is only about 20 minutes long #sxsw,No emotion toward brand or product,Not Product Review
7065,#iPad 2 Pop-up Store. #SXSW {link},No emotion toward brand or product,Not Product Review
4538,{link} line for the ipad 2 at temp apple store in austin texas #sxsw,No emotion toward brand or product,Not Product Review
7163,Looking forward to learning about #iPad #design at #SxSW.,Positive emotion,Product Review
6359,RT @mention New iPad Apps for Speech Therapy and Communication Are Showcased at #SXSW | @mention {link},No emotion toward brand or product,Not Product Review
4577,@mention New iPad Apps For Speech Therapy And Communication Are Showcased @mention #SXSW Conference {link} #sxswi #assistivetech,No emotion toward brand or product,Not Product Review
4581,@mention New iPad Apps For Speech Therapy And Communication Are Showcased At The #SXSW Conference {link} #augcomm #hcsm #mhealth,No emotion toward brand or product,Not Product Review
2062,New iPad Apps for #Speech Therapy and Communication Are Showcased at the #SXSW Conference {link},No emotion toward brand or product,Not Product Review
2064,New iPad Apps For Speech Therapy And Communication Are Showcased At The #SXSW Conference {link} #sxswi #SXSH #SXSWh #hcsm #slp,No emotion toward brand or product,Not Product Review
5141,RT @mention @mention New iPad Apps For Speech Therapy And Communication Are Showcased At #SXSW Conference {link} #sxswi #hcsm #sxswh,No emotion toward brand or product,Not Product Review
5142,RT @mention @mention New iPad Apps For Speech Therapy And Communication Are Showcased At The #SXSW Conference {link} #augcomm #hcsm #mhealth,No emotion toward brand or product,Not Product Review
4580,@mention New iPad Apps For Speech Therapy And Communication Are Showcased At The #SXSW Conference {link} #apraxia #sxswi #sped,No emotion toward brand or product,Not Product Review
1841,It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch: It'... {link},No emotion toward brand or product,Not Product Review
8116,"Touching Stories: Designing Digital Magazines for the iPad at SXSW.
{link} #SXSW",No emotion toward brand or product,Not Product Review
7714,"&quot;Android users are not iPhone users. (They use the Options menu, and Contextual menu)&quot; ~@mention #sxsw",No emotion toward brand or product,Not Product Review
7863,"iPad users have a slow, resting heart rate. Its a more leisurely use than desktops or phones. #tapworthy #sxsw",No emotion toward brand or product,Not Product Review
7054,Rt #facebook hit an adoption tipping point...low chance of success&quot;@mention Google 2 Launch New Social Network Called  #sxsw,No emotion toward brand or product,Not Product Review
4528,Hey #iPhone and #android #developers what is your favorite online development resource and why? #sxsw,No emotion toward brand or product,Not Product Review
6723,RT @mention Thanks to Heathcare Digital @mention for publishing the news about our new Medical Apps showcased at #SXSW {link} #sxswh,No emotion toward brand or product,Not Product Review
619,Thanks to Heathcare Digital @mention for publishing the news about our new Medical Apps showcased at #SXSW {link} #sxswh,No emotion toward brand or product,Not Product Review
90,Thanks to @mention for her mention of our new #Speech iPad apps being showcased at the #SXSW Conf. {link} #sxswh #sxsh,Positive emotion,Not Product Review
9026,Absolutely!  RT @mention Timely good schtuff from Google (People Finder 4 japan quake) {link} #iQlab #sxsw,Positive emotion,Not Product Review
5373,RT @mention Absolutely!  RT @mention Timely good schtuff from Google (People Finder 4 japan quake) {link} #iQlab #sxsw,Positive emotion,Not Product Review
7041,At the #google hacker party at #sxsw. Good times with #cle #startupbus.,No emotion toward brand or product,Not Product Review
6972,RT @mention Woot!! Just won the #google #lego hackathon competition. #SXSW #startupbus #cle,No emotion toward brand or product,Not Product Review
8095,Woot!! Just won the #google #lego hackathon competition. #SXSW #startupbus #cle,No emotion toward brand or product,Not Product Review
8117,Lego Mindstorm Battle of the Bots at the Google superhappydevhouse #sxsw  {link},No emotion toward brand or product,Not Product Review
8871,Looking fwd to iPad DJ @mention at our @mention After Dark party tonight. Great first day #SXSW! {link},Positive emotion,Not Product Review
6273,RT @mention Looking fwd to iPad DJ @mention at our @mention After Dark party tonight. Great first day #SXSW! {link},Positive emotion,Not Product Review
3614,An interview with the artists behind #OgilvyNotes: The #Ogilvy #Sydney #SXSW #podcast Ep4 #AUSXSW {link},No emotion toward brand or product,Not Product Review
3737,Come to Singapore Roar's Party. The 512 at 6th Street. {link} #sgroars #sxswi #sxsw,No emotion toward brand or product,Not Product Review
3738,Come to Singapore Roar's Party. The 512 at 6th Street. {link} #sgroars #sxswi #sxsw #sgrocks @mention,No emotion toward brand or product,Not Product Review
5635,RT @mention Come to Singapore Roar's Party. The 512 at 6th Street. {link} #sgroars #sxswi #sxsw,No emotion toward brand or product,Not Product Review
6934,RT @mention Whrrl girls handing out chances to win 2 Audi cars! Come find us! #SXSW (@mention Apple Store SXSW) {link},No emotion toward brand or product,Not Product Review
4233,Whrrl girls handing out chances to win 2 Audi cars! Come find us! #SXSW (@mention Apple Store SXSW) {link},No emotion toward brand or product,Not Product Review
4031,Apple will be setting up shop @mention #SXSW this year. {link} The Whole of Geekdom can now take a collective shy of relief.,No emotion toward brand or product,Not Product Review
2119,"Guy just asked Google's Mayer: it can take a year to remove deadly routes from Google Maps, such as through Death Valley #SXSW",No emotion toward brand or product,Not Product Review
1629,"@mention @mention Similarily, Tweetcaster for Android lets you zip tweets w annoying hash tags, like #sxsw",Negative emotion,Product Review
3865,@mention is looking a lot better on the iPhone now. Good to see the occasional tweet from #SXSW too,Positive emotion,Product Review
8932,Video shows a guy hacking Times Sq billboards w/ his iPhone. Real or Not? {link} #sxsw,No emotion toward brand or product,Not Product Review
7656,#sxsw=appreciation for Twitter. My account has never seen such action (from me). iPhone battery now dead. Found an outlet. #backinbusiness,Negative emotion,Product Review
2228,Marissa Mayer: 40% Of Google Maps Usage Is Mobile. Surprised it isn't way north of 50% #sxsw {link},No emotion toward brand or product,Not Product Review
3231,"Surprising or not surprising that you can type #sxsw on your iPhone perfectly? No autocorrect, no nothin'.",No emotion toward brand or product,Not Product Review
7771,Awesome! RT @mention What happens when #Apple hires security at #SXSW #Austin  {link},Positive emotion,Not Product Review
2925,What happens when #Apple hires security at #SXSW #Austin  {link},No emotion toward brand or product,Not Product Review
3052,google presentation by Mayer is a sales pitch #fail #sxsw,Negative emotion,Product Review
5853,RT @mention google presentation by Mayer is a sales pitch #fail #sxsw,Negative emotion,Product Review
7446,"Nice... Apple made a lots of sells, I am sure! - RT @mention Apple Popup Store at #SXSW {link}",Positive emotion,Product Review
2804,That's great! RT @mention I'm unique at #SXSW because I'm the only one w/ an iPhone 3GS. All the others followers have the iPhone 4. #winning,Positive emotion,Not Product Review
2619,I'm unique at #SXSW because I'm the only one w/ an iPhone 3GS. All the others followers have the iPhone 4. #winning,No emotion toward brand or product,Not Product Review
1041,".@mention retiring from Wine Library TV, moving onto Daily Grape. Get the app on yr iPhone. #thankyouecon #SXSW",Positive emotion,Not Product Review
5056,"RT @mention .@mention retiring from Wine Library TV, moving onto Daily Grape. Get the app on yr iPhone. #thankyouecon #SXSW",Positive emotion,Not Product Review
8158,"Current #SXSW plan= paper notepad (#viztalk), iPhone and iPad. No keyboard computer (netbook or laptop). Going ultralite.",No emotion toward brand or product,Not Product Review
1336,Disgusted with my iPhone's battery life. Already down to 11% at 3:30 pm while my blackberry is going strong. #Sxsw,Negative emotion,Product Review
8949,At the #SXSW #Android meet up in the Hilton,No emotion toward brand or product,Not Product Review
7232,Checking-out Designing for Android session at SXSW.#SXSW #UXAmandroid,No emotion toward brand or product,Not Product Review
326,"If you're at #sxsw, meet our author, and a host of Android devs, Sat. at 12:30pm, Hilton room 615AB.",No emotion toward brand or product,Not Product Review
6112,"RT @mention If you're at #sxsw, meet our author, and a host of Android devs, Sat. at 12:30pm, Hilton room 615AB.",No emotion toward brand or product,Not Product Review
1100,Talked to some great developers at the Android meetup. Looking forward to working with them. #sxsw #android #androidsxsw,Positive emotion,Not Product Review
3710,"We�۪re giving away 5 dual compatible juice pack airs for iphone 4 NOW! First come, first serve in front of Hall 3 #winning #SXSW",No emotion toward brand or product,Not Product Review
4388,Just put my first sticker on my mac after signing up for the @mention iPhone beta at  #sxsw  {link},No emotion toward brand or product,Not Product Review
2036,#Android App Review: #SXSW Go. | {link} pls ���,No emotion toward brand or product,Not Product Review
5204,RT @mention #Android App Review: #SXSW Go. | {link} pls ���,No emotion toward brand or product,Not Product Review
1678,Must see #android app at #sxsw &quot;Bizzy&quot; {link},No emotion toward brand or product,Not Product Review
6328,RT @mention Must see #android app at #sxsw &quot;Bizzy&quot; {link},No emotion toward brand or product,Not Product Review
